51,51,64,64,51,51,51,64,51
0,51,64,0,51,40,0,64,51
0,0,51,64,0,51,0,0,0
51,0,0,80,64,0,64,80,0
0,64,80,0,51,51,0,80,64
0,0,0,0,0,0,0,0,0
0,0,80,0,0,51,0,0,0
0,64,0,0,64,0,0,100,0
51,0,0,64,0,51,40,0,51
0,0,64,0,0,40,0,0,0
0,0,0,0,0,0,0,0,0
51,0,0,80,0,0,0,0,0
40,51,0,64,51,0,51,64,0
0,51,0,0,51,0,0,0,0
40,0,0,64,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,64,0,0,51,0,64,51
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,40
0,32,0,0,0,0,0,80,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,51,0,0,51
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,40,0,0,64,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
64,0,80,80,0,64,40,0,51
0,0,80,0,0,0,0,0,51
0,0,0,0,0,0,0,0,0
64,0,0,100,0,0,64,0,0
0,0,100,0,0,64,0,0,64
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,80,0,0,51,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
51,0,0,0,51,0,40,64,0
0,40,0,0,0,0,0,64,0
51,0,0,0,0,0,32,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,51,0,0,80,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,64,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
